,ts_code,chairman,manager,secretary,reg_capital,setup_date,province,city,introduction,website,email,office,business_scope,employees,main_business
10,605388.SH,王均豪,许彪,郭沁,43000.0,19980805,湖北,宜昌市,公司自90年代设立起即进入乳制品及含乳饮料行业，并逐渐成为这一行业中知名品牌，是国内最早开发和生产塑瓶长效灭菌奶的企业之一，对行业认识较深、并具备成熟的产品品质管控经验。公司秉持“弘扬健康饮食，引领良品升级”的发展理念，坚持推广品质优良的系列健康饮品，目前主营含乳饮料中的常温乳酸菌系列饮品的研发、生产和销售，并陆续推出其他系列健康饮品。公司目前主要产品为“味动力”系列常温乳酸菌饮品，经过公司多年的不断创新和市场耕耘，在消费者心目中树立了良好形象。2011年起，公司战略进入常温乳酸菌饮品市场，并迅速推出多款系列产品，是国内最早生产与销售常温乳酸菌饮品的品牌企业之一。,www.juneyaodairy.com,juneyaodairy@juneyao.com,湖北省宜昌市夷陵区夷兴大道257号,乳制品生产(液体乳：巴氏杀菌乳、灭菌乳、酸乳)；饮料(蛋白饮料、其他饮料类)生产；食品用塑料容器生产；预包装食品(含乳制品)批发兼零售(以上经营范围按许可证或批准文件核定内容经营，未取得相关有效许可或批准文件的，不得经营),694,"主营含乳饮料中的常温乳酸菌系列饮品的研发,生产和销售,主要产品为“味动力”系列常温乳酸菌饮品."
11,688186.SH,徐卫明,徐卫明,马静,16480.0,20060717,江苏,苏州市,公司是一家以高品质特种合金材料为核心业务的高新技术企业，归属于国家重点扶持的战略新兴产业项下的“先进钢铁材料”产业。公司自成立以来，一直致力于成为行业领先的高端装备先进基础材料制造商，目前已形成合金材料和合金制品两大产品体系，其中合金材料包括高品质齿轮钢、高品质模具钢、特种不锈钢、高温合金和超高强度钢等国家重点鼓励发展的新材料产品；合金制品主要包括以合金材料为基础制成的新能源风电、轨道交通及各类精密机械部件。目前，公司产品广泛应用于新能源风电、轨道交通、机械装备、军工装备、航空航天、核能电力、燃气轮机、海洋石化、半导体芯片装备等高端装备制造业。同时，公司不断强化自主创新能力，截至目前，累计获得专利45项，其中发明专利19项，并1次获评国家火炬计划产业化示范项目，1项产品荣获国家重点新产品，2次承担江苏省科技支撑项目，1次获批江苏省高新技术标准化试点项目，多项产品获得高新技术产品认定。,www.zjggdtc.com,gd005@zjggdtc.com,江苏省苏州市张家港市凤凰镇安庆村,特种材料的制造、加工、销售；铸件及机械产品制造、加工、销售，钢锭生产锻造，机械及零部件、金属制品购销；自营和代理各类商品及技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,923,"公司主营业务为特殊钢材料的研发,生产和销售,现有主要产品包括齿轮钢,模具钢及精密机械部件,2016年公司开始进入高温合金等特殊合金领域并作为未来重点发展产品.公司产品主要应用于新能源风电,轨道交通,机械装备,军工装备,航空航天,核能电力,海洋石化,半导体芯片装备等高端装备制造业."
12,603886.SH,张秀琬,张乙涛,沈慧,24000.0,20020820,上海,上海市,公司主要从事烘焙食品的研发、生产与销售，是一家专业生产蛋糕、月饼、中西式糕点等烘焙产品的全国连锁经营企业，主要产品为蛋糕、月饼、水果及其他中西式糕点等四大系列，共计100多个品种。公司产品与中国每一个传统节令相结合，在每个与亲友共喜、共聚、团圆的日子，公司都为消费者准备了“忠于原味、崇尚自然”的传统美食。近年来，中国食品工业协会面包糕饼专业委员会多次将“元祖”品牌评为“中国烘培最具竞争力十大品牌”及“中国烘培最具影响力十大品牌”，并多次授予公司“中国月饼十强企业”等荣誉称号。经过多年努力，公司已发展成为国内烘焙市场领导者品牌之一。,www.ganso.com.cn,gansoinfo@ganso.net,上海市青浦区赵巷镇嘉松中路6088号,食品生产；食品流通；食用农产品(稻谷、小麦、玉米除外)、鲜花、工艺品、日用品、烘焙用品及用具、相关配套包装材料的销售；以特许经营方式从事“元祖”“GANSO”品牌的经营活动；自有房屋租赁并提供相关物业管理服务。(依法须经批准的项目，经相关部门核准后方可开展经营活动),4528,"主要从事烘焙食品的研发,生产与销售.主要产品有蛋糕,月饼,水果及其他中西式糕点四大系列,共计100多个品种."
13,601718.SH,李义岭,袁海黎,王静疆,439162.9404,20060804,北京,北京市,公司是中国最大的军需轻工生产制造企业，是中国军队、武警部队军需被装产品生产保障基地，是国内统一着装部门和行业以及其他职业装着装单位的主要生产供应商，是国内少数几个面向国际军需品市场的销售、加工基地之一，主要从事军需轻工产品的开发、生产和销售。随着产品结构、产业结构调整的不断深入，公司已经拥有职业装、纺织印染、职业鞋靴、防护装具四大制造业务板块和铁合金、医药等高新技术业务板块，拥有从原材料生产与采购到产品制造与销售的全产业链生产支撑能力。同时，公司依托所属企业遍布全国各省、自治区、直辖市的生产及销售优势，积极开拓第三产业，通过产业结构的调整，探索以自有品牌“JH1912”为核心的高端零售连锁业务，开展集“奥特莱斯购物中心、体育运动设施及休闲娱乐中心、特色酒店会议中心、商业建筑及配套服务设施”于一体的“际华园”项目的建设，打造现代综合商业服务业态。,www.jihuachina.com,ir@jihuachina.com,北京市朝阳区东三环中路7号财富中心写字楼A座27层,许可经营项目：（无）。一般经营项目：对所属企业资产及资本的经营管理；服装鞋帽、轻纺印染、制革装具、橡胶制品的生产和销售； 一、二类医疗器械的研发和销售； 医药、化工、资源开发的投资与管理；实业项目的投资与管理；商贸、物流项目的投资与管理；进出口业务；技术开发、技术服务、管理咨询。,23504,"主营业务为职业装,职业鞋靴,防护装具,纺织印染,皮革皮鞋等.旗下拥有职业装,职业鞋靴,防护装具,纺织印染以及皮革皮鞋五大业务板块."
14,601616.SH,赵淑文,赵淑文,WANG HAO,93557.5,19951212,上海,上海市,公司是以高低压成套设备及元器件产品的生产和销售为主营业务的公司，集研发、生产、销售、服务于一体，为各行各业用户提供整体配电解决方案，是国内知名的电气设备供应商。公司产品分为成套设备和元器件两大类型，共45个型号系列。公司产品主要集中于40.5kV及以下的电压等级，可实现电气开关控制及智能化终端控制等功能。公司是国内少数可以全系列提供40.5kV及以下电压等级输配电成套产品的企业之一，是上海电器行业协会副会长单位，一直致力于推动国内电气产品和电气技术的发展。公司产品先后荣获上海电器行业名优产品、上海名牌产品、上海市著名商标、中国名牌产品、国家免检产品等荣誉称号。,www.sgeg.cn,office@csge.com,上海市奉贤区环城东路123弄1号4幢三层,"高低压输配电成套设备、各类元器件及零配件的生产销售，流体设备的销售，投资管理，从事货物及技术的进出口业务。【依法须经批准的项目,经相关部门批准后方可开展经营活动】",1116,"主营业务为高低压成套设备及元器件产品的生产和销售,集研发,生产,销售,服务于一体,为各行各业用户提供整体配电解决方案,是国内知名的电气设备供应商.目前公司产品分为成套设备和元器件两大类型,共45个型号系列.公司产品主要集中于40.5kV及以下的电压等级,可实现电气开关控制及智能化终端控制等功能."
15,603355.SH,倪祖根,倪祖根,王平平,41107.25,20011226,江苏,苏州市,公司致力于自主研发高效节能电机技术，公司主营业务为高端家居清洁健康电器的设计、研发、制造和销售业务，核心业务体系包括规模领先的以吸尘器为代表的家居清洁业务，快速发展的以空气净化器为代表的室内空气清洁业务，以及以高端智能净水器为代表的家庭水净化业务。公司一直专注于微特电机及以微特电机为核心部件的家用电器的技术研究，拥有包括发明专利、实用新型专利、外观专利等在内的国内专利多项，以及国外专利，为国内同行业拥有自主知识产权最多的企业之一。公司重视产品质量控制，先后通过了ISO9001质量管理体系认证、ISO/TS16949质量管理体系认证和ISO14001环境管理体系认证。公司产品通过诸多国际标准的测试和认证，拥有行销全球的通行证，通过了欧盟CE、德国GS、TüV、英国BEAB、美国UL、澳大利亚RCM、中国CCC、CQC、日本PSE等认证。,www.lexy.cn,lexy@kingclean.com;nanhu@kingclean.com,江苏省苏州市高新区向阳路1号,从事从业、林业、园林机械、机具新技术设备及相配套的电机、水泵(含潜水电泵、微型电泵)、发动机、小型汽油发电机以及清洁器具、厨房器具等小电器的研发制造，生产非金属制品模具、精冲模、注塑等相关零部件和零配件，销售公司自产产品，及以上同类产品、一类和二类医疗器械的批发、进出口、佣金代理(拍卖除外)及相关业务并提供相关售后服务。(依法须经批准的项目，经相关部门批准后方可开展经营活动),7424,"公司主营业务为高端家居清洁健康电器的设计,研发,制造和销售业务,核心业务体系包括规模领先的以吸尘器为代表的家居清洁业务,快速发展的以空气净化器为代表的室内空气清洁业务,以及正在大力开拓的以高端智能净水器为代表的家庭水净化业务."
16,603326.SH,NINA YANTI MIAO,汪春俊,NINA YANTI MIAO,31663.8,20060619,江苏,南京市,公司秉承“设计让家更美，科技让美实现”的理念和使命，致力于定制家具产品的设计、研发、生产、销售及相关服务的提供。公司较早提出并践行E1级高环保标准，为消费者提供安全、健康的家居环境；并通过不断升级完善“工业化”与“信息化”相结合的智能化工厂，为消费者提供设计精美、工艺精湛、质量可靠的定制家具产品。公司主要产品涵盖整体橱柜和定制衣柜等系列。公司的上市为公司未来发展开创了大好局面，也将开启公司资本化的先进运营模式。公司秉持“设计，让家更美”的品牌理念，不断提升优势产品的持续开发和创新升级能力，实现业绩快速增长，以美好发展的未来，回报股东、用户和社会。,www.olo-home.com,olozq@olo-home.com,江苏省南京市江宁经济技术开发区清水亭西路218号,家具、厨房卫生间用具、家居装饰;新型建筑材料(轻质高强多功能墙体材料、高档环保型装饰装修材料、优质防水密封材料、高效保温材料);日用品、配件和附件；木制品(木地板)；石英石台面的设计、生产；装饰材料、涂料、瓷砖；家用电器、燃气灶具、吸油烟机、消毒柜、燃气热水器、电热水器、电磁炉、烤箱、洗碗机、微波炉、水龙头、水槽的委托生产及相关配套服务，销售自产产品。(依法须经批准的项目，经相关部门批准后方可开展经营活动)(最终经营范围以公司登记机关核准登记的经营范围为准),1730,"主要产品:整体厨柜和定制衣柜两大系列;主营业务:定制家具产品的设计,研发,生产,销售及相关服务的提供."
17,688536.SH,周之栩,周之栩,李淑环,8000.0,20120423,江苏,苏州市,公司始终坚持研发高性能、高质量和高可靠性的模拟集成电路产品，目前已拥有超过900款可供销售的产品型号。公司的产品以信号链模拟芯片为主，并逐渐向电源管理模拟芯片拓展，其应用范围涵盖信息通讯、工业控制、监控安全、医疗健康、仪器仪表和家用电器等众多领域。凭借领先的研发实力、可靠的产品质量和优质的客户服务，公司的模拟芯片产品已进入众多知名客户的供应链体系，其中不乏如中兴、海康威视、哈曼、科大讯飞等各行业的龙头企业。公司秉持“成为受尊重的中国半导体模拟芯片行业的领行者、全球半导体行业的影响者”的经营愿景，在日常经营中均以国际标准为准绳，逐渐建立并完善了一整套质量管理体系。公司与行业上游的晶圆制造商、封装测试厂商等供应商建立了高效的联动机制；在内部建立了完善的产品开发验证流程，不断开拓先进的模拟芯片技术；与行业下游的众多知名系统厂商、经销商等客户建立了长期良好的合作关系。未来，公司将继续加强技术积淀，保持在信号链模拟芯片领域的优势，挖掘在电源管理模拟芯片领域的潜力，打造全系列模拟芯片产品的技术创新平台，最终实现公司的经营愿景。,www.3peakic.com.cn,3peak@3peakic.com.cn,中国(上海)自由贸易试验区张衡路666弄1号8楼802室,各类集成电路及其应用系统和软件的研发、设计、生产，销售本公司产品并提供售后服务。(依法须经批准的项目，经相关部门批准后方可开展经营活动),156,"主要产品为高性能模拟芯片,分为信号链模拟芯片和电源管理模拟芯片两大类,专注于模拟集成电路产品研发和销售."
18,605058.SH,陈定红,陈定红,耿丽娅,10719.295,20050622,江苏,常州市,公司是一家专业从事印制电路板(Printed Circuit Board，简称PCB)研发、生产和销售的高新技术企业。公司生产的PCB产品包括单面板、双面板和多层板等，主要应用于家电、电源、能源、工业控制、通信和汽车电子等领域。公司凭借安全可靠的产品和优质专业的服务通过了国内外多家大型知名企业的严格供应商考核，并成为多家大型知名企业的“优秀供应商”或“战略供应商”。公司在PCB制造领域拥有超过十年的行业经验，在发展过程中储备了一批优秀的行业人才，主要管理人员和技术人员行业经验丰富。公司的主要客户包括海尔、海信、美的、奥克斯、台湾光宝、LG(乐金)、Whirlpool(惠而浦)、EATON(伊顿)等国内外大型知名企业及其下属企业，并与阳光电源、台湾台达、BSH(博西华)、EMERSON(艾默生)、Melecs(美乐科斯)、NPE S.r.l、Diehl(代傲)、Katek、MIL-Solar等知名企业保持良好的合作关系，已成为国内外家电行业用PCB领域的一流供应商。公司的工程中心被江苏省科学技术厅评定为“江苏省高密度多层印制线路板工程技术研究中心”，技术中心被江苏省经济贸易委员会评定为“江苏省企业技术中心”。,www.czaohong.com,aohdz@czaohong.com,江苏省常州市新北区新科路15号,印制线路板的制造；销售自产产品；自营和代理各类商品及技术的进出口业务，但国家限定企业经营或禁止进出口和技术除外。(依法须经批准的项目，经相关部门批准后方可开展经营活动),938,"主要从事印制电路板研发,生产和销售.公司生产的印制电路板包括单面板,双面板,多层板等,主要应用于家电,电源,能源,工业控制,通信和汽车电子等领域."
19,688561.SH,齐向东,吴云坤,马勒思,67961.6,20140616,北京,北京市,公司面向新型基础设施建设、面向数字化业务，运用系统工程的方法论结合“内生安全”思想，将新一代网络安全框架作为顶层设计指导，以“数据驱动安全”为技术理念、以打造网络安全颠覆性和非对称性能力为目标、以“人+机器”协同运营为手段，创建了面向万物互联时代的网络安全协同联动防御体系。公司针对云计算、大数据、物联网、移动互联网、工业互联网和5G等新技术下产生的新业态、新业务和新场景，为政府与企业等机构客户提供全面、有效的网络安全解决方案。公司的客户范围覆盖大多数中央政府部门、中央直属企业和银行。公司为国家关键机构监控来自境内外的高级持续威胁(APT)攻击，成功发现了多个境内外的网络间谍组织；作为主要技术保障单位参与了国庆70周年、十九大、两会、抗战胜利70周年、澳门回归20周年等重大活动，一带一路高峰论坛、APEC、G20、中非论坛、金砖国家峰会、上合峰会、上海进博会等重大国际会议的网络安全保障工作；为网信、公安、工信等部门建设了针对关键信息基础设施的网络安全态势感知与防护系统。,www.qianxin.com,ir@qianxin.com,北京市西城区西直门外南路26号院奇安信安全中心,互联网信息安全技术服务；技术开发、信息技术咨询、技术推广、技术转让；计算机系统服务；信息处理和存储支持服务；信息系统集成；销售通讯设备、电子产品、计算机软硬件及辅助设备；软件开发；互联网数据服务；数据处理；会议服务；承办展览展示活动；货物进出口；技术进出口；代理进出口；设计、制作、代理、发布广告；出版物零售。(企业依法自主选择经营项目，开展经营活动；出版物零售以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。),6895,"产品体系包括三大类别:基础架构安全产品,新一代IT基础设施防护产品以及大数据智能安全检测与管控产品.主营业务为向政府,企业客户提供新一代企业级网络安全产品和服务."
20,603339.SH,黄杰,黄杰,饶伟,30944.1175,19900519,江苏,南通市,公司是国内综合优势领先的冷链装备制造企业和快速发展的特种集装箱制造企业。主营业务为冷链装备和特种集装箱的研发、生产和销售，主营产品为以食品速冻设备为主的冷冻设备和罐式集装箱。公司是国家高新技术企业，曾荣获江苏省中小企业创新能力建设示范企业、江苏省高成长型中小企业、江苏省AAAA标准化良好行为企业、江苏省民营科技企业、江苏省知识产权贯标优秀企业等荣誉称号。公司建有江苏省速冻设备工程技术研究中心、江苏省认定企业技术中心等高规格、高水平研发平台。凭借较强的技术研发实力，公司多个项目被列为国家火炬计划、国家级星火计划、江苏省重大科技成果转化专项计划、江苏省国际科技合作项目以及江苏省科技支撑计划等。公司与国内多家高校建立长期稳定的产学研合作关系，通过建立平台化、标准化、合作化的研发设计管理模式，公司拥有多项国家发明专利技术，并起草和参与多项国家标准和行业标准。公司先后通过美国机械工程师协会(ASME)、挪威DNV船级社、中国船级社等国内外权威体系认证，公司多项产品被评定为国家重点新产品、江苏省高新技术产品，并通过英国劳氏船级社、法国BV船级社等第三方认证。,www.sqteg.com,zqb@ntsquare.com,江苏省南通市通州区兴仁镇金通公路3888号,冷冻设备、非标设备、换热设备、食品机械、罐式储运设备、特种集装箱、冷藏集装箱、压力容器、新型建筑节能板材、冷库、气调库及配套门窗的研发、制造、销售、安装、维修及技术服务；制冷成套设备安装、维修；防腐保温工程的设计、施工及技术服务；机电设备及配件、金属材料的销售；机电安装工程专业承包；压力管道安装；普通货物道路运输；自营和代理上述商品的进出口业务(国家限定公司经营或禁止进出口的商品除外)。(依法须经批准的项目，经相关部门批准后方可开展经营活动),1406,"主营业务:冷链装备和特种集装箱的研发,生产和销售;主要产品:隧道式速冻装置,螺旋式速冻装置,平板式速冻装置等速冻设备产品及标准罐式集装箱,制冷/加热罐式集装箱,气体罐式集装箱及近海罐式集装箱等罐式集装箱产品."
21,603596.SH,袁永彬,袁永彬,陈忠喜,40856.1,20040625,安徽,芜湖市,公司是一家专业从事汽车安全系统相关产品研发、制造与销售的企业，是国内具备整车制动系统开发能力的国家级高新技术企业。公司拥有各种乘用车与商用车前后盘式制动器、鼓式制动器、后综合驻车制动器(IPB)、后盘带鼓制动器(DIH)、制动主缸、真空助力器、铸铝转向节的自主开发与制造能力；公司成立伊始，一直致力于高端电子控制产品自主研发，已具备智能电子驻车系统(EPB)、汽车防抱死系统(ABS)和整车稳定控制系统(ESC)的独立开发与制造能力。同时，公司拥有完备的实验测试设备，能自主完成从产品设计至生产全过程精密测量与各种综合性能实验；其柔性的装备线，对产品关键性能进行100%在线监测，从而确保了产品卓越的性能；公司拥有年产盘式制动器800万件、EPB产品300万件和真空助力器/主缸70万件的生产能力。,www.btl-auto.com,investor@btl-auto.com,安徽省芜湖市经济技术开发区泰山路19号,研发、制造和销售各类汽车安全系统零部件，相关技术及管理咨询服务(国家限制、禁止类除外，涉及专项许可的凭许可证经营)，货物及技术进出口。,2278,"公司的主要产品分基础的机械制动产品和高端的电控制动产品两大类,前者主要包括盘式制动器,轻量化制动零部件及真空助力器;后者主要包括电子驻车系统(EPB),制动防抱死系统(ABS)及电子稳定控制系统(ESC)..公司的主营业务是汽车制动系统相关产品的研发,生产和销售,同时具备基础的机械制动系统产品和高端的电控制动系统产品的自主正向开发能力."
22,603655.SH,戚建国,戚淦超,张国忠,10600.0,20050205,江苏,常州市,公司是一家以橡胶密封件和橡胶制品的生产销售为主体的高新技术企业，主要产品有车用O型圈及垫圈、轮毂组件、油封、轴封等产品，产品主要用于汽车空调、动力、制动等核心系统。公司生产规模和综合实力在细分行业中处于领先地位，主要客户为华域三电、南京奥特佳、重庆建设等国内知名汽车空调用压缩机及空调系统生产企业。公司凭借先进的技术开发水平、优良的产品质量和成本竞争优势，与主要客户形成了良好的长期合作关系，成为了国内主要汽车空调压缩机轴用密封圈和O型圈供应商。公司具有专业的产品研发检测中心，并采用国际先进的技术，引进专业的技术人才，自主研发与消化吸收再创新相结合，形成了较强的研发实力，在汽车用橡胶密封件领域里达到国际先进水平，生产规模和综合实力在同行业中处于领先地位。公司被评为江苏省橡塑密封与减震工程技术中心。,www.jmp-seal.com,zgz@jmp-seal.com;lbkj@jmp-seal.com,江苏省常州市金坛区尧塘街道金博路1号,精密密封件、橡塑制品、金属加工件、精密型腔模的研发、设计、生产；销售自产产品；自营和代理各类商品及技术的进出口业务(国家限定公司经营或禁止进出口的商品和技术除外)；普通货运。(依法须经批准的项目，经相关部门批准后方可开展经营活动),476,"汽车用橡胶零部件的研发,生产和销售,主要产品包括车用O型圈,轴封,轮毂组件等产品,产品主要用于汽车空调系统."
23,603379.SH,胡淇翔,胡淇翔,林卫,61047.9037,20010511,浙江,金华市,"公司是一家专业从事氟化工产品技术研发、产品生产、经营销售的股份制民营企业，主要从事氟碳化学品和无机氟产品等氟化工产品的研发,生产和销售，通过了ISO9000质量管理体系的认证，2004年通过了ISO14001环境管理体系认证，公司是全国化工企业500强、中国专业化学品制造业百强、金华市工业十强企业、金华市首批“三名”培育企业、武义县最大规模工业企业，近十多年一直位列武义县纳税大户榜首。公司先后荣获中国石油和化工优秀民营企业、浙江省AAA级纳税信用单位、浙江省守合同重信用单位、浙江省诚信企业、浙江省劳动保障诚信企业、浙江省节能先进单位、金华市诚信经营示范单位、金华市劳动模范集体等荣誉称号。",www.sanmeichem.com,zq@sanmeichem.com,浙江省金华市武义县城青年路胡处,化工产品的生产(具体产品详见《安全生产许可证》)，化工产品的销售(具体经营方式和许可范围详见《中华人民共和国危险化学品经营许可证》)。酸级莹石粉销售；经营本企业自营进出口业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动),1804,"主要从事氟碳化学品和无机氟产品等氟化工产品的研发,生产和销售.公司氟碳化学品主要包括氟制冷剂和氟发泡剂,其中氟制冷剂主要包括HFCs制冷剂和HCFCs制冷剂,主要用于汽车,家庭和工商业空调系统;氟发泡剂主要是HCFC-141b,主要用于聚氨酯硬泡生产.公司无机氟产品主要包括无水氟化氢,氢氟酸等,主要用于氟化工行业的基础原材料或刻蚀玻璃,金属清洗及表面处理等."
